37850 36531 652 MST
30500 35985 599 MST
28200 32195 574 MST
26950 31064 543 MST
26300 30653 533 MST
23950 27728 476 MST
21250 27690 457 MST
20000 108000 1000 MST
19600 30823 468 MST
19000 25231 435 MST
