114500 85959 1000 MST
87100 68284 1000 MST
86450 72165 1000 MST
20000 108000 1000 MST
17250 12882 1000 MST
12700 57706 325 AAA
10550 34790 199 AGE
10000 108000 900 GMN
7150 43569 235 BC
6550 28695 171 AAA
